address,info,sector,name,country,city,phone,fax,site
"İstanbul Yolu 6. km Erciyes İşyerleri
9.Cad No:30 Yenimahalle",,,Verap Ankara Elektronik Tic. ve San. A.Ş,Türkiye,Ankara,,,
"Murat Mahallesi, Gezegen Sok. No:5/5, Gaziosmanpaşa, Çankaya, Ankara.","Company's working areas are building energy management, energy productivity, green building.",Energy and building sectors,Venesco,Türkiye,Ankara,03124741400,,
"Cinnah Cad., No:11/4 Kavaklıdere","1992 yılından beri BT sistem bütünleştiricisi olarak hizmet vermektedir. Enformasyon teknolojileri, telekomünikasyon, veri iletişimi ve ağ sistemleri konularında proje tasarımı ve uygulamları yapmakta ve servis hizmeti sunmaktadır.",Enformasyon,Verify Veri İletişimi ve Enformasyon Teknolojisi Ltd.,Türkiye,Ankara,03124671210,0312 4666600,
ARI-2 TEKNOKENT İTÜ AYAZAĞA KAMPUSU KORU YOLU A BLOK NO: 8/2 34469 MASLAK,,BİLİŞİM,VERİPARK,Türkiye,İstanbul,212-2852234,212-2852231,www.veripark.com.tr
"Dokuz Eylül Üniversitesi Tınaz Tepe Yerleşkesi Doğuş Cad. No:207/Z, Depark Tınaztepe Alfa Binası Ofis Z08",,BİLİŞİM,VERİPARK,Türkiye,İzmir,232-4250558,232-4453469,www.veripark.com.tr
Birlik mah. 435.sok.no:3/3 Çankaya 06550,,YAZILIM,VERION,Türkiye,Ankara,03124963316,03124963383,verion.com.tr
"Kızılırmak Mahallesi, 1446.Cadde, Alternatif Plaza, Ofis No:33, Kat:9 - Çukurambar,
Çankaya, Ankara","Verisan, 2012 yılında Ankarada kurulmuş, Bilgi Teknolojileri alanında çözüm ve hizmetler sunan bir yazılım şirketidir. Ar-Ge ve proje faaliyetleri sürdürmekte olan şirket, Mobil Teknolojileri, Bulut Sistem Çözümleri, Süreç Odaklı Bilgi Sistemleri ve Dağıtık Veritabanları ve Sistemler konularında uzmanlaşmaktadır.",BİLİŞİM,Verisan,Türkiye,Ankara,+90(312) 227 0373,+90(312) 266 7011,www.verisan.com.tr
"Kuloglu Street No: 4/2-3 
06680 CANKAYA ANKARA","VERISIS is a 25 years old company, mainly focused on consultancy and developing IT solutions for Criminal / Forensic Science Laboratories.",IT Solutions,Verisis A.Ş.,Türkiye,Ankara,+90 (312) 468 74 78,+90 (312) 427 61 46,http://www.verisis.co/tr
Turgut Özal Bulvari Turktelekom Genel Mudurlugu B blok No:315,This company is maintaining the network system the Turk Telekom.,,Verso,Türkiye,Ankara,,,
"İTÜ Ayazağa Kampüsü ARI-2 B-Blok Kat:7 34469,
Maslak - İstanbul",Vestek is one of subsidiary companies of    Vestel and do advanced research and development in consumer electronics.,Research & Development,VESTEK,Türkiye,İstanbul,+90 212 2852120,+90 212 2852830,http://www.vestek.com.tr/
ORGANİZE SANAYİ BÖLGESİ 45030,aydan.gultas@vestel.com.tr,,VESTEL ARGE,Türkiye,Manisa,236-2330131  ( 25 hat),236-2332585,www.vestel.com.tr
"Organize Sanayi Bölgesi, 
45030 
Manisa / TURKEY",.,Üretim,Vestel Beyaz Eşya Sanayi ve Ticaret A.Ş.,Türkiye,Manisa,(0236) 233 03 31,(0236) 213 08 49,http://www.vestel.com.tr/vsg/Default.aspx?secID=69
Vestel no:4 Keçiliköy Osb Manisa Merkez/Manisa,Vestel Digital üretim ve arge çalışmaları,Production and R&D,Vestel Digital Fabrikası,Türkiye,Manisa,02362330131,,
"Organize Sanayi Bölgesi, 45030",dfh,Elektronik,Vestel Elektronik Sanayi ve Tic. A.Ş.,Türkiye,Manisa,0236 2330131,0236 2332585,
EGE SERBEST BÖLGESİ AKÇAY CAD. AYFER SOKAK NO: 144/1 GAZİEMİR,,BİLİŞİM,VESTEL KOMÜNİKASYON TİC. VE SAN. A.Ş.,Türkiye,İzmir,232-2517290,232-2517313,www.veezy.com
ODTÜ Silikon Binası Zemin Kat No:14 Teknokent,Savunma Sanayi sektöründe çalışmaktadır.,Savunma,Vestel Savunma Sanayi A.Ş.,Türkiye,Ankara,03122101038,03122101078,
"1. Organize Sanayi Bölgesi Oğuz Cad. No:7-B 06935 
Sincan / ANKARA","VESTEL Şirketler Grubu'nun, savunma sanayi sektörüne hizmet veren kuruluşudur.
İHA sistemleri geliştirme işleri yapılmaktadır.",Savunma,Vestel Savunma Sanayi A.Ş.,Türkiye,Ankara,+ 90 (312) 589 31 50,+ 90 (312) 589 31 60,http://www.vestelsavunma.com/tr/
Büyükdere cad.no:199 Kat :1 34394 Levent Şişli İstanbul,.,"ÜRETİM, SATIŞ, PAZARLAMA",VESTEL ŞİRKETLER GRUBU,Türkiye,İstanbul,212-4563122,212-4220335,www.vestel.com.tr  info@zorlu.com
"Levent 199, Büyükdere Caddesi, No; 199 34394 Levent, Şişli - İSTANBUL",Staj için kabul aldığım Stratejik Analiz ve Perakende Müdürlüğü departmanında pazar araştırmaları yapılıp analizler yapılıyor ve raporlanıyor.,Stratejik Analiz & Perakende Müdürlüğü,VESTEL TİCARET A.Ş.,Türkiye,İstanbul,+90 (0212) 456 3122,,https://www.vestel.com.tr  ece.gokarslan@vestel.co
"Adres: Ankara Teknoloji Geliştirme Bölgesi, 1606. Cadde, Kapı No:4, Cyberpark, A Blok, No:A606,Bilkent, Çankaya, ANKARA","VIA Technology serves in entegration in information and communication technologies, research and developement and consulting, database administration systems.

They recently started working on a electronic surveillance project which traces the wireless transmitted data and warns the system if there is a rule violation.",,VİA Bilgisayar Sistemleri,Türkiye,Ankara,,,
"Üniversiteler Mahallesi, 1606. Cadde, B Blok no: 4B/0, Çankaya, ANKARA",ViaLight is company located in Bilkent Cyberpark specializing in optoelectronics.,,ViaLight Elektronik,Türkiye,Ankara,,,
"Örnek Mh. Ercüment Batanay Cd. Dumankaya İkon
A2 Blok No:14/185 Ataşehir/İstanbul
Ümraniye VD.  9250466905",IT and Software Consultancy company.,,VİDERE Danışmanlık ve Bilişim Teknolojileri A.Ş.,Türkiye,İstanbul,,,http://www.videre.com.tr/
"Emlakdere Mahallesi, Hasan Türek Bulvarı No:19, 45030 Manisa Merkez/Manisa","Bir aile şirketi olan Viessmann Grubu uluslararası öncü ısıtma, sanayi ve soğutma tekniği sistemleri üreticilerinden biridir. 1917 yılında kurulan Viessmann, 12.000 çalışana ve 2016 yılı itibariyle 2,25 milyar avro yıllık ciroya sahiptir.

Viessmann 11 ülkede bulunan üretim şirketleri, 74 ülkedeki satış şirketleri ve temsilcilikleri ve tüm dünyaya yayılmış olan 120 satış temsilciliği ile uluslararası bir şirkettir. Cironun %54'ü Almanya dışındaki satışlardandır",Enerji sistemleri,Viessmann,Türkiye,İzmir,02362260000,,https://www.viessmann.com.tr/
"Hürriyet caddesi,No:474 Aliağa/İZMİR","Türkiye’nin “ilk özel sektör kağıt fabrikası” olarak 1969 yılında İzmir’in Aliağa ilçesinde kurulan ve 1982 yılında Yaşar Topluluğu’na katılan Viking Kağıt, 1996’da temizlik kağıdı sektörüne girmiştir.",Kağıt ve Selüloz,Viking Kağıt ve Selüloz A.Ş,Türkiye,İzmir,02326160600,02326160206,http://www.viking.com.tr
Nispetiye Cd. Bebek Yolu Sk. Ebru Apt. 21/16 Etiler İstanbul/TURKEY,Mobile Software Development company,Mobile Software,VindeSoft,Türkiye,İstanbul,,,
"Vingd d.o.o za informatiku Budmanijeva 5
10000 Zagreb,Crotia","At Vingd, our mission is to push the World to the next level of efficiency by designing meaningful combinations of people and machines.

As a high-tech company  founded by former scientists, Vingd expertise is in data mining, machine learning, mathematical modelling and artificial intelligence.",,Vingd,Croatia,Zagreb,+385 1 468 0463,,vingd.com
İSTİKLAL CAD. NO:159/B 55060,,BİLİŞİM,VİP BİLGİ İŞLEM VE OTOMASYON TİC. VE SAN. LTD. ŞTİ,Türkiye,Samsun,362-2308852,362-2347722,www.vipbilgiislem.com.tr
"Beytepe Lodumlu Köyü Yolu
Cyberpark Tepe Binası Kat: 3
No: 326 Bilkent / Çankaya - Ankara","Vira Biyomedikal, gerçekleştirdiği yenilikçi Ar-Ge çalışmaları ile ithal edilen Biyomedikal cihazlara Türkiye tarafından yapılan harcamaları azaltmak, bu ürünleri yurtdışı pazarına sunmak ve böylece Türkiye’ye katma değer kazandırmak amacındadır. TÜBİTAK tarafından da desteklenen projeleri ile Vira Biyomedikal sektörde söz sahibi firmalar arasına adını yazdırmış ve çalışmaları ile ulusal kazanım potansiyelini her geçen gün arttırmıştır. Vira Biyomedikal, lisans ve yüksek lisans eğitimlerini yurtiçi ve yurtdışı üniversitelerinin ilgili bölümlerinde tamamlamış genç ve dinamik mühendis kadrosunu bünyesinde barındırmaktadır. Biyomedikal sektörü farklı alanlarda uzmanlık gerektiren disiplinler arası bir sektör olduğu için Ar-Ge çalışmaları, seçkin üniversitelerin ilgili bölümleri ve hastaneler ile işbirliği içerisinde geliştirilmektedir. Üniversite ve hastanelerin Ar-Ge çalışmalarına dahil edilmesiyle doktorlar ve öğretim görevlilerinden alınan danışmanlık hizmetleri, laboratuvar imkanları ve teknik testler Vira Biyomedikal çatısı altında mühendislik bilgi ve deneyimi ile bileştirilerek yenilikçi ürünlere dönüştürülmektedir.

Vira Biyomedikal'in bazı projeleri: 

Tümleşik X-Ray-Rvg cihazı ve görüntüleme sistemi geliştirme.

Uyku apnesi ölçümleme ve tedavi cihazı geliştirme.",Biyomedikal,Vira Biyomedikal,Türkiye,Ankara,+(90) 312 265 05 09,,
GMK BULVARI NO: 37/7 DEMİRTEPE,,BİLİŞİM,VİRA İLETİŞİM VE DANIŞMANLIK HİZ. LTD. ŞTİ.,Türkiye,Ankara,312-2310740,312-2314713,www.virailetisim.com.tr bilgi@virailetisim.com.tr
KEMAL NEHROZOĞLU CAD.GOSB TEKNOPARK HİGH TECH OFİS BİNASI 2. KAT A2 GEBZE / KOCAELİ,,,VİSTEK YAPAY GÖRME VE OTOMASYON,Türkiye,Kocaeli,262-6788902,262-6788906,www.vistekas.com
"4022 East Conant Street, Long Beach CA 90808 U.S.A.","Virgin Galactic is a commercial space travel company. They build and use spaceships, carrier crafts, and orbital launchers.","Space, Travel, Commercial Spacecraft, Sattelite","Virgin Galactic, LLC",U.S.A.,Long Beach,,,www.virgingalactic.com
Cyber Plaza Bilkent 2. Cad A Blok A201 Bilkent,,Bilişim,Turmap Bilişim Teknolojileri,Türkiye,Ankara,03122650050,03122650052,www.turmap.com
"TEI Tusaş Motor Sanayii A.Ş.
    Çevre Yolu No:356
    26003",,,"Tusas engine industries,inc
imalat",Türkiye,Eskişehir,,,
"Fethiye Mahallesi, Havacılık Bulvarı No:17 06980 Kahramankazan","Turkish Aerospace Industries, Inc. (TAI) is Turkey’s center of technology in design, development, modernization, manufacturing, integration and life cycle support of integrated aerospace systems, from fixed and rotary wing air platforms to UAV and space systems. Major products and activities of TAI including ANKA UAV System, HURKUS Trainer Aircraft, T129 ATAK Multirole Combat Helicopter, E/O Surveillance, Reconnaissance Satellites, modernization mission conversions and aerostructure design-to-build programs grant TAI a unique and unmatched position globally.",Aircraft Industries,TUSAŞ-TÜRK HAVACILIK VE UZAY SANAYİ A.Ş,Türkiye,Ankara,Tel : +90 312 811 18,,
"Tuwairqi Steel Mills
FTC, Block D, Shahrah-e-Faisal, Karachi - 74400, Pakistan","Tuwairqi Steel Mills Limited (TSML), is Pakistan’s first private-sector integrated environment-friendly steel manufacturing project of Al Tuwairqi Holding, Kingdom of Saudi Arabia. TSML complex spreads over an area of 220 acres at Bin Qasim, Karachi, and employs the world’s most advanced DRI (Direct Reduction of Iron) technology based on the MIDREX process, owned by Kobe Steel of Japan. The plant, with the capacity to produce 1.28 million tons of high-quality DRI, is now on the verge of completion.",Mechanical Engineering,Tuwairqi Steel Mills Limited,Pakistan,Karachi,,,http://tuwairqi.com.pk/new/
"TÜBİTAK BİLGEM
06700 Çankaya, ANKARA
Kavaklıdere Tunalı Hilmi Cad. Binnaz Sk. No:2/2","Ulusal siber güvenlik kapasitesinin arttırılmasına yönelik çalışmalar gerçekleştirmek amacıyla kurulan Siber Güvenlik Enstitüsü’nün (SGE) faaliyetleri 1997 yılında Bilişim Sistemleri Güvenliği (BSG) Birimi adı ile TÜBİTAK Ulusal Elektronik ve Kriptoloji Araştırma Enstitüsü (UEKAE) altında başlamıştır. 2012 yılından bu yana ise TÜBİTAK BİLGEM bünyesinde ayrı bir enstitü olarak faaliyetlerini sürdürmektedir. SGE; siber güvenlik alanında araştırma ve geliştirme faaliyetleri yürütmekte; askeri kurumlara, kamu kurum ve kuruluşlarına ve özel sektöre çözüme yönelik projeler gerçekleştirmektedir. Bugüne kadar başarı ile gerçekleştirdiği pek çok proje ile ülkemizde siber güvenlik bilgi birikimi oluşturulmasına önemli katkı yapmıştır.

Siber Güvenlik Enstitüsünün etkinlikleri üç başlık altında toplanmaktadır;

İleri Siber Güvenlik Araştırma-Geliştirme Çalışmaları
Siber Güvenlik Stratejisi Belirleme Çalışmaları
Siber Güvenlik Çözüm Projeleri",Siber güvenlik,TÜBİTAK BİLGEM - Siber Güvenlik Enstitüsü,Türkiye,Ankara,,,http://sge.bilgem.tubitak.gov.tr/
"TÜBİTAK BİLGEM BTE
Bilişim Teknolojileri 
Enstitüsü
PK: 74, 41470
Gebze / Kocaeli","TÜBİTAK Bilişim ve Bilgi Güvenliği İleri Teknolojiler Araştırma Merkezi (BİLGEM), bilişim, bilgi güvenliği ve ileri elektronik alanlarında gerçekleştirdiği çalışmalarla ülkemizin ihtiyaçlarına yenilikçi ve milli çözümler üreten ulusal Ar-Ge merkezidir.
http://bilgem.tubitak.gov.tr/tr/kurumsal/biz-kimiz","Yazılım, Bilişim",TÜBİTAK BİLGEM Bilişim Teknolojileri Enstitüsü (BTE),Türkiye,Kocaeli,+90 (262) 648 10 00,+90 (262) 648 11 00,http://bte.bilgem.tubitak.gov.tr/
"TÜBİTAK - BİLGEM 
Yazılım Teknolojileri Araştırma Enstitüsü (YTE)
Çukurambar Mah. 1478. Cadde No:22
06100  Çankaya/ANKARA","2005 yılında TÜBİTAK-UEKAE Tasarım ve Geliştirme Mühendisliği Bölümü’nün altında çalışmalarına başlayan G222 Birimi, 2010 yılında TÜBİTAK-BİLGEM-UEKAE altında Yazılım ve Veri Mühendisliği Bölümü olarak tekrar yapılanmıştır ve 2012 yılında kamu yazılım geliştirme alanında görev yapmak üzere TÜBİTAK-BİLGEM-UEKAE’den ayrılarak TÜBİTAK-BİLGEM’e bağlı Yazılım Teknolojileri Araştırma Enstitüsü (YTE) adıyla enstitü haline getirilmiştir.
Bilgisayar netwokleriyle uğraşan ee mühendisleri vardır.",Yazılım,TÜBİTAK BİLGEM Yazılım Teknolojileri Araştırma Enstitüsü (YTE),Türkiye,Ankara,+90 (312) 289 92 22,+90 (312) 286 52 22,http://yte.bilgem.tubitak.gov.tr
ODTÜ İNÖNÜ BULVARI 06531,,,TÜBİTAK BİLTEN,Türkiye,Ankara,312-2101310,312-2101315,www.uzay.tubitak.gov.tr
Çukurambar Mah.1478.Cad.No:22 06100 Çankaya,,,TÜBİTAK G222,Türkiye,Ankara,0312 289 92 48,0312 286 5 222,www.bilgem.tubitak.gov.tr
"Şehit Mu. Kur. Yzb. İlhan TAN Kışlası
Ümitköy, Ankara","Advanced Technologies Research Institute (ILTAREN) is an institute operating under the TUBITAK Center of Research for Advanced Technologies of Informatics and Information Security (BILGEM), conducting research activities in Electronic Warfare (EW).",,TÜBİTAK İLTAREN,Türkiye,Ankara,0(312) 291 60 00,0(312) 291 60 04,http://www.iltaren.tubitak.gov.tr/
Barış Mah. Dr Zeki Acar Cad. No:1 PK. 21 41470 Gebze KOcaeli,enerji enstitüsü,Enerji,TÜBİTAK MAM ENERJİ ENERJİ ENSTİTÜSÜ,Türkiye,Kocaeli,02626772000,,mam.tübitak.gov.tr
"TÜBİTAK Marmara Araştırma Merkezi Enerji Enstitüsü Ankara Birimi 
06531 ODTÜ Yerleşkesi, Ankara","http://ee.mam.tubitak.gov.tr/tr/hakkimizda/biz-kimiz-0

Biz Kimiz?

TÜBİTAK MAM bünyesinde bulunan ve 1992’den beri faaliyet gösteren Enerji Sistemleri Bölümü, Şubat 1996'da Çevre Mühendisliği Bölümü ile birleşerek Enerji Sistemleri ve Çevre Araştırma Enstitüsü (ESÇAE)'nü oluşturmuştur. Bu tarihten itibaren 6 yıl boyunca enerji ve çevre alanlarında aynı enstitü çatısı altında çalışmalar yürüten bu iki birim, önemli projelere imza atmış, deneyim, bilgi birikimi, ölçme ve değerlendirme alt yapısını uluslar arası ölçekte geliştirmiştir.

3 Ekim 2004 tarihinde yapılan TÜBİTAK Bilim Kurulu'nda alınan karar gereği, ""Enerji Enstitüsü"" kurularak, ESÇAE-Enerji Teknolojileri Stratejik İş Birimi bu enstitü çatısı altına alınmıştır.

Enerji Enstitüsü, Gebze’de ve Ankara’da olmak üzere iki ekiple birlikte Ar-Ge faaliyetlerini sürdürmektedir.

Enstitünün misyonu, enerji teknolojileri alanındaki uygulamalı Ar-Ge çalışmaları ile tanınan öncü ve yetkin bir araştırma merkezi olmaktır. Vizyonu; enerji teknolojileri alanında Türkiye'nin sürdürülebilir kalkınma hedefleri doğrultusunda, çağdaş bilgi ve teknolojik yöntemlerle araştırma ve geliştirme yapmaktır.

Enstitünün amacı, Türkiye’nin kalkınma hedefleri doğrultusunda ve 2023 hedefleri ile paralel olarak enerji teknolojilerinin yerli olarak geliştirilmesine öncülük etmek ve bu hedeflere yönelik projeler geliştirmektir.

Enstitü, çalışmalarında Marmara Araştırma Merkezi ve TÜBİTAK'ın diğer organları ile, yurt içinde ve yurt dışında enerji konularında araştırma ve uygulamalar yapan kuruluşlarla işbirliği yapar, bu konulardaki altyapı olanaklarını ve proje yapabilme potansiyelini sürekli olarak geliştirir.",Elektriksel Güç Teknolojileri,TÜBİTAK MAM Enerji Enstitüsü,Türkiye,Ankara,03122101310,,http://ee.mam.tubitak.gov.tr/tr
